2022-10-21 15:26:58, Afternoon, 6
2022-10-21 15:26:59, Afternoon, 4
2022-10-21 15:27:00, Afternoon, 3
2022-10-21 15:27:01, Afternoon, 2
2022-10-21 15:27:02, Afternoon, 7
2022-10-21 15:27:03, Afternoon, 3
2022-10-21 15:27:04, Afternoon, 1
2022-10-21 15:27:05, Afternoon, 7
2022-10-21 15:27:06, Afternoon, 5
2022-10-21 15:27:07, Afternoon, 1
2022-10-21 15:27:08, Afternoon, 5
2022-10-21 15:27:09, Afternoon, 6
2022-10-21 15:27:10, Afternoon, 2
2022-10-21 15:30:06, Afternoon, 4
2022-10-21 15:30:07, Afternoon, 4
2022-10-21 15:30:08, Afternoon, 6
2022-10-21 15:30:09, Afternoon, 3
2022-10-21 15:30:10, Afternoon, 4
2022-10-21 15:30:11, Afternoon, 6
2022-10-21 15:30:12, Afternoon, 7
2022-10-21 15:30:13, Afternoon, 1
2022-10-21 15:30:14, Afternoon, 4
2022-10-21 15:30:32, Afternoon, 7
2022-10-21 15:30:33, Afternoon, 2
2022-10-21 15:30:34, Afternoon, 5
2022-10-21 15:30:35, Afternoon, 1
2022-10-21 15:30:36, Afternoon, 5
2022-10-21 15:30:37, Afternoon, 6
2022-10-21 15:30:38, Afternoon, 4
2022-10-21 15:30:39, Afternoon, 3
2022-10-21 15:30:40, Afternoon, 7
2022-10-21 15:30:41, Afternoon, 4
2022-10-21 15:30:42, Afternoon, 5
2022-10-21 15:30:43, Afternoon, 4
2022-10-21 15:31:26, Afternoon, 3
2022-10-21 15:31:27, Afternoon, 6
2022-10-21 15:31:28, Afternoon, 5
2022-10-21 15:31:29, Afternoon, 3
2022-10-21 15:31:30, Afternoon, 2
2022-10-21 15:31:31, Afternoon, 2
2022-10-21 15:31:32, Afternoon, 7
2022-10-21 15:31:33, Afternoon, 4
2022-10-21 15:31:34, Afternoon, 1
2022-10-21 15:31:35, Afternoon, 6
2022-10-21 15:31:36, Afternoon, 1
2022-10-21 15:31:37, Afternoon, 5
2022-10-21 15:31:38, Afternoon, 3
2022-10-21 15:31:39, Afternoon, 7
2022-10-21 15:31:40, Afternoon, 2
2022-10-21 15:31:41, Afternoon, 3
2022-10-21 15:31:42, Afternoon, 6
2022-10-21 15:31:43, Afternoon, 2
2022-10-21 15:31:44, Afternoon, 6
2022-10-21 15:31:47, Afternoon, 7
2022-10-21 15:31:48, Afternoon, 5
2022-10-21 15:31:49, Afternoon, 4
2022-10-21 15:31:50, Afternoon, 6
2022-10-21 15:31:51, Afternoon, 1
2022-10-21 15:31:52, Afternoon, 6
2022-10-21 15:31:53, Afternoon, 5
2022-10-21 15:31:54, Afternoon, 5
2022-10-21 15:31:55, Afternoon, 1
2022-10-21 15:31:56, Afternoon, 4
2022-10-21 15:31:57, Afternoon, 5
2022-10-21 15:31:58, Afternoon, 7
2022-10-21 15:31:59, Afternoon, 2
2022-10-21 15:32:00, Afternoon, 3
2022-10-21 15:32:01, Afternoon, 3
2022-10-21 15:32:02, Afternoon, 4
2022-10-21 15:32:03, Afternoon, 4
2022-10-21 15:32:04, Afternoon, 5
2022-10-21 15:32:05, Afternoon, 4
2022-10-21 15:32:06, Afternoon, 7
2022-10-21 15:32:07, Afternoon, 3
2022-10-21 15:32:08, Afternoon, 2
2022-10-21 15:32:09, Afternoon, 7
2022-10-21 15:32:10, Afternoon, 4
2022-10-21 15:32:11, Afternoon, 2
2022-10-21 15:32:12, Afternoon, 1
2022-10-21 15:32:13, Afternoon, 4
2022-10-21 15:32:14, Afternoon, 5
2022-10-21 15:32:15, Afternoon, 6
2022-10-21 15:32:16, Afternoon, 5
2022-10-21 15:32:17, Afternoon, 1
2022-10-21 15:32:18, Afternoon, 4
2022-10-21 15:32:19, Afternoon, 4
2022-10-21 15:32:20, Afternoon, 4
2022-10-21 15:32:21, Afternoon, 2
2022-10-21 15:32:22, Afternoon, 7
2022-10-21 15:32:23, Afternoon, 6
2022-10-21 15:32:24, Afternoon, 2
2022-10-21 15:32:25, Afternoon, 6
2022-10-21 15:32:26, Afternoon, 7
2022-10-21 15:32:27, Afternoon, 6
2022-10-21 15:32:28, Afternoon, 6
2022-10-21 15:32:29, Afternoon, 6
2022-10-21 15:32:30, Afternoon, 3
2022-10-21 15:32:31, Afternoon, 4
2022-10-21 15:32:32, Afternoon, 3
2022-10-21 15:32:33, Afternoon, 4
2022-10-21 15:32:34, Afternoon, 2
2022-10-21 15:32:35, Afternoon, 7
2022-10-21 15:32:48, Afternoon, 2
2022-10-21 15:32:49, Afternoon, 7
2022-10-21 15:32:50, Afternoon, 2
2022-10-21 15:32:51, Afternoon, 4
2022-10-21 15:32:52, Afternoon, 3
2022-10-21 15:32:53, Afternoon, 6
2022-10-21 15:32:54, Afternoon, 7
2022-10-21 15:32:55, Afternoon, 1
2022-10-21 15:32:56, Afternoon, 4
2022-10-21 15:32:57, Afternoon, 5
2022-10-21 15:32:58, Afternoon, 4
2022-10-21 15:32:59, Afternoon, 2
2022-10-21 15:33:03, Afternoon, 5
2022-10-21 15:33:04, Afternoon, 4
2022-10-21 15:33:05, Afternoon, 7
2022-10-21 15:33:06, Afternoon, 4
2022-10-21 15:33:07, Afternoon, 7
2022-10-21 15:33:08, Afternoon, 6
2022-10-21 15:33:09, Afternoon, 2
2022-10-21 15:33:10, Afternoon, 6
2022-10-21 15:33:11, Afternoon, 7
2022-10-21 15:33:12, Afternoon, 6
2022-10-21 15:33:13, Afternoon, 4
2022-10-21 15:33:14, Afternoon, 7
2022-10-21 15:33:15, Afternoon, 7
2022-10-21 15:33:16, Afternoon, 4
2022-10-21 15:33:17, Afternoon, 2
2022-10-21 15:33:20, Afternoon, 7
2022-10-21 15:33:21, Afternoon, 5
2022-10-21 15:33:22, Afternoon, 4
2022-10-21 15:33:23, Afternoon, 6
2022-10-21 15:33:24, Afternoon, 5
2022-10-21 15:33:25, Afternoon, 6
2022-10-21 15:33:26, Afternoon, 1
2022-10-21 15:33:27, Afternoon, 7
2022-10-21 15:33:28, Afternoon, 2
2022-10-21 15:33:29, Afternoon, 2
2022-10-21 15:33:30, Afternoon, 6
2022-10-21 15:33:31, Afternoon, 6
2022-10-21 15:33:32, Afternoon, 2
2022-10-21 15:33:33, Afternoon, 3
2022-10-21 15:33:34, Afternoon, 6
2022-10-21 15:33:35, Afternoon, 7
2022-10-21 15:33:36, Afternoon, 6
2022-10-21 15:33:41, Afternoon, 3
2022-10-21 15:33:42, Afternoon, 2
2022-10-21 15:33:43, Afternoon, 3
2022-10-21 15:33:44, Afternoon, 3
2022-10-21 15:33:45, Afternoon, 5
2022-10-21 15:33:46, Afternoon, 6
2022-10-21 15:33:47, Afternoon, 4
2022-10-21 15:33:48, Afternoon, 5
2022-10-21 15:33:49, Afternoon, 2
2022-10-21 15:33:50, Afternoon, 1
2022-10-21 15:33:51, Afternoon, 2
2022-10-21 15:33:52, Afternoon, 3
2022-10-21 15:33:53, Afternoon, 1
2022-10-21 15:33:54, Afternoon, 1
2022-10-21 15:33:55, Afternoon, 1
2022-10-21 15:33:56, Afternoon, 3
2022-10-21 15:33:57, Afternoon, 2
2022-10-21 15:33:58, Afternoon, 1
2022-10-21 15:33:59, Afternoon, 3
2022-10-21 15:34:00, Afternoon, 4
2022-10-21 15:34:01, Afternoon, 6
2022-10-21 15:34:02, Afternoon, 7
2022-10-21 15:34:03, Afternoon, 4
2022-10-21 15:34:04, Afternoon, 7
2022-10-21 15:34:05, Afternoon, 4
2022-10-21 15:34:06, Afternoon, 7
2022-10-21 15:34:07, Afternoon, 3
